Now Timestamp,API Timestamp,AQI,PM10
2024-05-28T14:30:01.329125,2024-05-28T20:00:00+07:00,53,53
2024-05-28T14:35:00.883575,2024-05-28T21:00:00+07:00,124,53
2024-05-28T14:40:00.514568,2024-05-28T21:00:00+07:00,124,53
2024-05-28T14:45:01.287163,2024-05-28T21:00:00+07:00,124,53
2024-05-28T14:50:01.175121,2024-05-28T21:00:00+07:00,124,53
2024-05-28T14:55:00.828986,2024-05-28T21:00:00+07:00,124,53
2024-05-28T15:00:01.416320,2024-05-28T21:00:00+07:00,124,53
2024-05-28T15:05:01.028097,2024-05-28T21:00:00+07:00,124,53
2024-05-28T15:10:00.602067,2024-05-28T21:00:00+07:00,124,53
2024-05-28T15:15:01.226116,2024-05-28T21:00:00+07:00,124,53
2024-05-28T15:20:00.776824,2024-05-28T21:00:00+07:00,124,53
2024-05-28T15:25:01.327655,2024-05-28T21:00:00+07:00,124,56
2024-05-28T15:30:00.912742,2024-05-28T22:00:00+07:00,134,56
2024-05-28T15:35:00.545753,2024-05-28T22:00:00+07:00,134,56
2024-05-28T15:40:01.028870,2024-05-28T22:00:00+07:00,134,56
2024-05-28T15:45:00.595655,2024-05-28T22:00:00+07:00,134,56
2024-05-28T15:50:01.532761,2024-05-28T22:00:00+07:00,134,56
2024-05-28T15:55:01.130879,2024-05-28T22:00:00+07:00,134,56
2024-05-28T16:00:00.736430,2024-05-28T22:00:00+07:00,134,56
2024-05-28T16:05:01.285061,2024-05-28T22:00:00+07:00,134,56
2024-05-28T16:10:00.891029,2024-05-28T22:00:00+07:00,134,56
2024-05-28T16:15:00.555812,2024-05-28T22:00:00+07:00,134,56
2024-05-28T16:20:01.110719,2024-05-28T22:00:00+07:00,134,59
2024-05-28T16:25:00.715099,2024-05-28T22:00:00+07:00,134,59
2024-05-28T16:30:01.389709,2024-05-28T22:00:00+07:00,134,59
2024-05-28T16:35:01.217293,2024-05-28T22:00:00+07:00,134,59
2024-05-28T16:40:00.823828,2024-05-28T22:00:00+07:00,134,59
